Image Name,agreeableness,anger,anticipation,arrogance,disagreeableness,disgust,fear,gratitude,happiness,humility,love,optimism,pessimism,regret,sadness,shame,shyness,surprise,trust,neutral
29.jpg,0.0,0.0,0.3,0.0,0.0,0.1,0.2,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.0,0.0
30.jpg,0.063,0.0,0.219,0.031,0.016,0.031,0.078,0.078,0.297,0.109,0.047,0.125,0.063,0.0,0.094,0.0,0.0,0.25,0.047,0.0
31.jpg,0.111,0.0,0.111,0.0,0.111,0.0,0.111,0.222,0.667,0.222,0.111,0.333,0.0,0.111,0.0,0.0,0.0,0.0,0.333,0.0
32.jpg,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.1,0.4,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.0
33.jpg,0.1,0.0,0.3,0.0,0.0,0.0,0.1,0.1,0.3,0.2,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.5,0.0
34.jpg,0.0,0.0,0.273,0.0,0.0,0.0,0.0,0.0,0.364,0.182,0.0,0.182,0.0,0.0,0.0,0.0,0.0,0.182,0.0,0.091
35.jpg,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.3,0.6,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.1,0.0
36.jpg,0.0,0.0,0.091,0.182,0.0,0.0,0.0,0.091,0.545,0.273,0.364,0.273,0.0,0.091,0.091,0.0,0.0,0.091,0.273,0.0
37.jpg,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.5,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0
38.jpg,0.0,0.0,0.231,0.0,0.0,0.231,0.0,0.0,0.154,0.077,0.0,0.231,0.077,0.077,0.0,0.154,0.0,0.5379999999999999,0.077,0.0
39.jpg,0.0,0.0,0.083,0.083,0.0,0.0,0.0,0.0,0.16699999999999998,0.417,0.0,0.083,0.0,0.0,0.083,0.0,0.0,0.16699999999999998,0.16699999999999998,0.0
40.jpg,0.077,0.154,0.077,0.0,0.0,0.154,0.385,0.0,0.0,0.0,0.0,0.154,0.154,0.0,0.154,0.0,0.077,0.385,0.0,0.0
41.jpg,0.012,0.155,0.119,0.024,0.071,0.19,0.369,0.012,0.036000000000000004,0.024,0.012,0.06,0.155,0.083,0.19,0.071,0.024,0.333,0.036000000000000004,0.0
42.jpg,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.2,0.7,0.5,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.0
43.jpg,0.0,0.0,0.3,0.0,0.0,0.1,0.0,0.1,0.2,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.6,0.0
44.jpg,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,0.273,0.182,0.091,0.091,0.0,0.0,0.0,0.0,0.0,0.545,0.091,0.0
45.jpg,0.0,0.1,0.1,0.0,0.0,0.0,0.2,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.3,0.0,0.0,0.2,0.1,0.1
46.jpg,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.2,0.0,0.2,0.0,0.0,0.2,0.1,0.0,0.1,0.3,0.1
47.jpg,0.0,0.091,0.0,0.0,0.091,0.091,0.182,0.091,0.091,0.091,0.091,0.091,0.0,0.273,0.636,0.273,0.0,0.0,0.273,0.0
48.jpg,0.0,0.0,0.1,0.0,0.0,0.2,0.3,0.0,0.5,0.0,0.3,0.0,0.0,0.0,0.2,0.1,0.0,0.1,0.3,0.0
49.jpg,0.0,0.1,0.4,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0
50.jpg,0.1,0.0,0.6,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
51.jpg,0.2,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.3,0.7,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.0
52.jpg,0.0,0.0,0.3,0.0,0.2,0.1,0.2,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.2,0.1,0.1,0.5,0.0,0.0
53.jpg,0.1,0.0,0.1,0.0,0.2,0.1,0.0,0.2,0.5,0.2,0.0,0.1,0.1,0.0,0.1,0.2,0.1,0.1,0.0,0.0
54.jpg,0.0,0.0,0.091,0.0,0.0,0.273,0.636,0.0,0.0,0.091,0.0,0.0,0.091,0.091,0.364,0.091,0.0,0.0,0.0,0.0
55.jpg,0.06,0.015,0.09,0.09,0.0,0.015,0.0,0.09,0.313,0.06,0.149,0.16399999999999998,0.0,0.0,0.015,0.0,0.015,0.015,0.642,0.0
56.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.727,0.273,0.091,0.182,0.0,0.0,0.091,0.0,0.0,0.0,0.091,0.0
57.jpg,0.2,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.7,0.0,0.1,0.3,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.0
58.jpg,0.154,0.0,0.0,0.0,0.077,0.0,0.077,0.154,0.231,0.231,0.0,0.077,0.0,0.0,0.077,0.0,0.077,0.077,0.615,0.0
59.jpg,0.14300000000000002,0.0,0.117,0.026,0.0,0.026,0.026,0.338,0.273,0.312,0.208,0.16899999999999998,0.013,0.013,0.013,0.0,0.039,0.039,0.662,0.0
60.jpg,0.0,0.0,0.273,0.091,0.0,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.091,0.182,0.455,0.091,0.182,0.0,0.091
61.jpg,0.154,0.0,0.154,0.0,0.077,0.0,0.0,0.0,0.5379999999999999,0.385,0.231,0.308,0.0,0.077,0.0,0.077,0.0,0.077,0.154,0.0
62.jpg,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.4,0.4,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
63.jpg,0.0,0.083,0.16699999999999998,0.0,0.083,0.25,0.417,0.083,0.083,0.0,0.0,0.0,0.083,0.083,0.083,0.0,0.0,0.333,0.0,0.083
64.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.9,0.4,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65.jpg,0.0,0.0,0.16699999999999998,0.083,0.0,0.0,0.0,0.16699999999999998,0.5,0.25,0.0,0.16699999999999998,0.0,0.0,0.0,0.0,0.0,0.083,0.583,0.0
66.jpg,0.0,0.0,0.0,0.273,0.0,0.0,0.0,0.091,0.182,0.091,0.0,0.273,0.0,0.0,0.0,0.0,0.0,0.0,0.364,0.091
67.jpg,0.0,0.0,0.3,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.4,0.1,0.0,0.4,0.0,0.0
68.jpg,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0
69.jpg,0.091,0.0,0.182,0.091,0.091,0.091,0.182,0.091,0.364,0.0,0.0,0.182,0.091,0.0,0.091,0.0,0.0,0.0,0.455,0.0
70.jpg,0.0,0.0,0.1,0.4,0.0,0.1,0.0,0.0,0.4,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0
71.jpg,0.043,0.014,0.116,0.014,0.0,0.014,0.014,0.07200000000000001,0.58,0.275,0.043,0.261,0.0,0.014,0.029,0.0,0.0,0.058,0.101,0.0
72.jpg,0.091,0.0,0.182,0.364,0.0,0.091,0.0,0.0,0.273,0.091,0.0,0.091,0.091,0.091,0.0,0.0,0.0,0.091,0.364,0.0
73.jpg,0.0,0.0,0.308,0.077,0.0,0.0,0.0,0.154,0.231,0.154,0.077,0.077,0.0,0.0,0.154,0.0,0.077,0.077,0.308,0.0
74.jpg,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.5,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.6,0.0
75.jpg,0.1,0.1,0.5,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.2,0.1,0.0,0.0,0.0,0.1,0.4,0.0,0.0
76.jpg,0.0,0.0,0.16699999999999998,0.0,0.0,0.0,0.0,0.16699999999999998,0.667,0.333,0.16699999999999998,0.25,0.0,0.0,0.0,0.0,0.0,0.083,0.25,0.0
77.jpg,0.0,0.0,0.3,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.1,0.0
78.jpg,0.0,0.3,0.4,0.0,0.1,0.2,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.5,0.0,0.0
79.jpg,0.1,0.0,0.4,0.0,0.1,0.2,0.3,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.3,0.1,0.0
80.jpg,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.1,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0
81.jpg,0.0,0.0,0.273,0.0,0.091,0.0,0.091,0.0,0.091,0.273,0.091,0.091,0.091,0.0,0.545,0.091,0.0,0.0,0.0,0.0
82.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0
83.jpg,0.0,0.0,0.364,0.091,0.091,0.182,0.0,0.0,0.273,0.364,0.0,0.0,0.0,0.091,0.0,0.0,0.0,0.091,0.0,0.0
84.jpg,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.9,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85.jpg,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.1,0.5,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0
86.jpg,0.0,0.0,0.2,0.1,0.0,0.1,0.0,0.1,0.0,0.2,0.0,0.2,0.1,0.0,0.3,0.0,0.0,0.1,0.5,0.0
87.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.182,0.0,0.091,0.182,0.091,0.0,0.182,0.0,0.818,0.091,0.0,0.091,0.0,0.0
88.jpg,0.0,0.1,0.1,0.0,0.2,0.1,0.4,0.0,0.0,0.2,0.0,0.1,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0
89.jpg,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.7,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0
90.jpg,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.3,0.6,0.8,0.2,0.0,0.1,0.1,0.0,0.0,0.2,0.3,0.0
91.jpg,0.1,0.0,0.0,0.1,0.1,0.1,0.0,0.2,0.2,0.2,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.9,0.0
92.jpg,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.1,0.2,0.2,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.9,0.0
93.jpg,0.0,0.0,0.091,0.0,0.0,0.0,0.091,0.0,0.455,0.0,0.0,0.091,0.0,0.091,0.364,0.0,0.0,0.091,0.0,0.0
94.jpg,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0
95.jpg,0.013,0.038,0.359,0.115,0.115,0.064,0.154,0.013,0.013,0.038,0.0,0.154,0.09,0.0,0.026,0.026,0.013,0.397,0.077,0.0
96.jpg,0.0,0.0,0.16699999999999998,0.0,0.083,0.16699999999999998,0.16699999999999998,0.0,0.16699999999999998,0.0,0.083,0.083,0.083,0.0,0.083,0.0,0.0,0.417,0.16699999999999998,0.0
97.jpg,0.0,0.0,0.333,0.16699999999999998,0.0,0.0,0.083,0.083,0.0,0.333,0.0,0.083,0.083,0.083,0.25,0.0,0.0,0.083,0.083,0.0
98.jpg,0.0,0.0,0.2,0.0,0.0,0.2,0.1,0.0,0.0,0.2,0.0,0.1,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0
99.jpg,0.0,0.0,0.231,0.0,0.077,0.077,0.077,0.077,0.154,0.077,0.077,0.077,0.0,0.0,0.077,0.077,0.077,0.462,0.077,0.0
100.jpg,0.06,0.0,0.06,0.0,0.015,0.015,0.0,0.104,0.552,0.5670000000000001,0.239,0.149,0.0,0.03,0.045,0.03,0.03,0.03,0.209,0.0
101.jpg,0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.0
102.jpg,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.1,0.1
103.jpg,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.2,0.7,0.5,0.2,0.2,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.0
104.jpg,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.1,0.3,0.2,0.2,0.2,0.0,0.0,0.1,0.0,0.0,0.1,0.4,0.0
105.jpg,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.1,0.1,0.1,0.6,0.0,0.0,0.1,0.2,0.0
106.jpg,0.091,0.182,0.182,0.091,0.0,0.273,0.091,0.0,0.0,0.0,0.0,0.0,0.182,0.0,0.182,0.091,0.0,0.182,0.0,0.0
107.jpg,0.071,0.0,0.071,0.071,0.071,0.0,0.071,0.071,0.14300000000000002,0.28600000000000003,0.0,0.14300000000000002,0.14300000000000002,0.14300000000000002,0.28600000000000003,0.14300000000000002,0.14300000000000002,0.071,0.214,0.0
108.jpg,0.0,0.2,0.2,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.0
109.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.6,0.0,0.0,0.0,0.3,0.0
110.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0
111.jpg,0.0,0.0,0.273,0.0,0.091,0.273,0.0,0.091,0.091,0.091,0.0,0.091,0.091,0.0,0.091,0.0,0.0,0.636,0.0,0.0
112.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
113.jpg,0.2,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.5,0.1,0.3,0.1,0.0,0.0,0.0,0.1,0.1,0.4,0.0
114.jpg,0.0,0.0,0.3,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.7,0.1,0.0
115.jpg,0.1,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.1,0.3,0.0,0.0,0.1,0.2,0.6,0.1,0.0,0.1,0.1,0.0
116.jpg,0.0,0.0,0.4,0.1,0.1,0.1,0.4,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.2,0.0,0.0,0.5,0.2,0.0
117.jpg,0.0,0.0,0.333,0.0,0.083,0.16699999999999998,0.0,0.083,0.083,0.0,0.083,0.0,0.083,0.0,0.0,0.0,0.16699999999999998,0.16699999999999998,0.083,0.0
118.jpg,0.026,0.026,0.179,0.026,0.09,0.051,0.269,0.064,0.218,0.115,0.051,0.141,0.038,0.013,0.128,0.026,0.013,0.103,0.218,0.013
119.jpg,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.1,0.5,0.1,0.0
120.jpg,0.0,0.0,0.545,0.0,0.091,0.091,0.0,0.0,0.182,0.0,0.273,0.091,0.0,0.0,0.091,0.0,0.0,0.727,0.091,0.0
121.jpg,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0
122.jpg,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.5,0.2,0.0,0.1,0.2,0.0
123.jpg,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.6,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.0
124.jpg,0.0,0.1,0.0,0.0,0.0,0.3,0.3,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.3,0.0,0.0
125.jpg,0.0,0.1,0.3,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.1,0.0
126.jpg,0.0,0.091,0.0,0.091,0.0,0.273,0.273,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.364,0.0,0.0
127.jpg,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.2,0.2,0.0,0.1,0.1,0.0,0.5,0.1,0.0
128.jpg,0.0,0.16699999999999998,0.333,0.083,0.16699999999999998,0.083,0.0,0.0,0.083,0.16699999999999998,0.0,0.083,0.083,0.0,0.083,0.0,0.0,0.25,0.083,0.0
129.jpg,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.0
130.jpg,0.0,0.0,0.4,0.1,0.0,0.1,0.0,0.0,0.2,0.1,0.0,0.1,0.0,0.1,0.3,0.0,0.0,0.3,0.0,0.1
131.jpg,0.1,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.8,0.0
132.jpg,0.0,0.0,0.308,0.0,0.0,0.154,0.0,0.0,0.154,0.154,0.077,0.0,0.0,0.077,0.0,0.0,0.077,0.308,0.0,0.077
133.jpg,0.03,0.03,0.09,0.507,0.015,0.119,0.0,0.075,0.16399999999999998,0.06,0.0,0.09,0.0,0.015,0.045,0.0,0.0,0.03,0.209,0.0
134.jpg,0.0,0.2,0.0,0.1,0.1,0.1,0.8,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.2,0.0,0.0,0.1,0.0
135.jpg,0.05,0.0,0.05,0.05,0.017,0.0,0.033,0.083,0.5,0.1,0.767,0.133,0.017,0.0,0.0,0.0,0.0,0.05,0.3670000000000001,0.0
136.jpg,0.0,0.0,0.2,0.0,0.1,0.1,0.1,0.0,0.5,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.0
137.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0
138.jpg,0.0,0.0,0.091,0.0,0.091,0.273,0.273,0.0,0.091,0.091,0.0,0.0,0.091,0.091,0.091,0.0,0.091,0.182,0.0,0.0
139.jpg,0.0,0.0,0.182,0.091,0.0,0.0,0.0,0.0,0.364,0.182,0.091,0.182,0.0,0.0,0.091,0.0,0.0,0.273,0.182,0.0
140.jpg,0.0,0.0,0.071,0.0,0.0,0.0,0.0,0.0,0.429,0.5,0.0,0.071,0.071,0.071,0.35700000000000004,0.071,0.071,0.071,0.14300000000000002,0.0
141.jpg,0.0,0.0,0.182,0.091,0.091,0.182,0.0,0.091,0.0,0.0,0.0,0.0,0.091,0.091,0.091,0.0,0.0,0.455,0.091,0.091
142.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.3,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0
143.jpg,0.0,0.0,0.3,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.1,0.1,0.0,0.6,0.0,0.0
144.jpg,0.08199999999999999,0.02,0.163,0.122,0.02,0.02,0.061,0.041,0.327,0.122,0.265,0.204,0.0,0.0,0.061,0.0,0.102,0.08199999999999999,0.327,0.0
145.jpg,0.0,0.0,0.5,0.083,0.16699999999999998,0.16699999999999998,0.0,0.0,0.0,0.0,0.083,0.0,0.0,0.0,0.083,0.0,0.083,0.25,0.0,0.0
146.jpg,0.091,0.0,0.091,0.182,0.091,0.0,0.091,0.273,0.091,0.364,0.091,0.182,0.091,0.0,0.091,0.0,0.091,0.0,0.364,0.0
147.jpg,0.0,0.0,0.1,0.0,0.1,0.3,0.2,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.1,0.2,0.0,0.3,0.0,0.0
148.jpg,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.2,0.4,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0
149.jpg,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.3,0.2,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.2,0.3,0.0
150.jpg,0.0,0.0,0.25,0.083,0.0,0.0,0.0,0.083,0.0,0.0,0.0,0.16699999999999998,0.083,0.0,0.0,0.0,0.0,0.583,0.083,0.0
151.jpg,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.0
152.jpg,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.091,0.545,0.091,0.273,0.273,0.0,0.0,0.0,0.0,0.0,0.0,0.364,0.0
153.jpg,0.1,0.0,0.1,0.0,0.0,0.0,0.3,0.0,0.5,0.2,0.0,0.2,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0
154.jpg,0.0,0.3,0.2,0.1,0.0,0.0,0.7,0.0,0.1,0.0,0.0,0.0,0.2,0.2,0.3,0.2,0.1,0.1,0.1,0.0
155.jpg,0.083,0.083,0.333,0.0,0.0,0.16699999999999998,0.083,0.0,0.083,0.083,0.083,0.083,0.0,0.0,0.0,0.0,0.0,0.333,0.083,0.0
