ID,Title,Image URL,Style,Category,Artist,Year,agreeableness,anger,anticipation,arrogance,disagreeableness,disgust,fear,gratitude,happiness,humility,love,optimism,pessimism,regret,sadness,shame,shyness,surprise,trust,neutral,Image Name
577285b4edc2cb388001c741,"Back Bay in Bombay from the India, Mother suite of 7 aquatints",https://use2-uploads8.wikiart.org/images/patrick-procktor/back-bay-in-bombay-from-the-india-mother-suite-of-7-aquatints-1970.jpg,Modern Art,Pop Art,Patrick Procktor,1970,0.0,0.0,0.091,0.0,0.0,0.091,0.0,0.0,0.636,0.182,0.091,0.273,0.0,0.0,0.0,0.0,0.0,0.091,0.182,0.0,10.jpg
5772898cedc2cb38800df3fd,Admiral John Forbes (1714â1796),https://use2-uploads0.wikiart.org/images/george-romney/admiral-john-forbes-1714-1796-1778.jpg,Post Renaissance Art,Rococo,George Romney,1778,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.2,0.3,0.0,0.0,0.1,0.6,0.0,11.jpg
5772849eedc2cb3880fe72ab,Untitled,https://use2-uploads4.wikiart.org/images/ron-gorchov/untitled-1968.jpg,Modern Art,Color Field Painting,Ron Gorchov,1968,0.0,0.0,0.273,0.0,0.0,0.182,0.0,0.0,0.091,0.273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.273,0.091,0.0,12.jpg
577282b3edc2cb3880f89e19,Toile dcoupe,https://use2-uploads0.wikiart.org/images/louis-cane/toile-d-coup-e-1976.jpg,Modern Art,Color Field Painting,Louis Cane,1976,0.0,0.0,0.3,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.2,0.1,0.0,0.1,0.0,0.0,0.3,0.1,0.0,13.jpg
577284a7edc2cb3880fe813a,Dances at the Spring,https://use2-uploads2.wikiart.org/images/francis-picabia/dances-at-the-spring-1912.jpg,Modern Art,Cubism,Francis Picabia,1912,0.0,0.0,0.25,0.083,0.0,0.0,0.0,0.083,0.25,0.083,0.16699999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.667,0.083,0.0,14.jpg
57727ca4edc2cb3880e54008,Madonna and Child,https://use2-uploads6.wikiart.org/images/domenico-veneziano/madonna-and-child.jpg,Renaissance Art,Early Renaissance,Domenico Veneziano,1435,0.0,0.083,0.0,0.083,0.083,0.083,0.0,0.16699999999999998,0.333,0.16699999999999998,0.417,0.16699999999999998,0.0,0.083,0.083,0.083,0.0,0.083,0.583,0.0,15.jpg
57726ff3edc2cb3880bc56a7,"The Consecration of the Emperor Napoleon and the Coronation of the Empress Josephine by Pope Pius VII, 2nd December 1804",https://use2-uploads6.wikiart.org/images/jacques-louis-david/the-consecration-of-the-emperor-napoleon-and-the-coronation-of-the-empress-josephine-by-pope-1807.jpg,Post Renaissance Art,Neoclassicism,Jacques-Louis David,1807,0.0,0.0,0.2,0.2,0.1,0.0,0.0,0.2,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.7,0.0,16.jpg
577288deedc2cb38800bdf0f,Untitled,https://use2-uploads7.wikiart.org/images/karl-otto-gotz/untitled-1958.jpg,Modern Art,Art Informel,Karl Otto Gotz,1958,0.0,0.0,0.4,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.2,0.1,0.0,0.5,0.1,0.1,17.jpg
57726e25edc2cb3880b60a8b,The Sick Child (later),https://use2-uploads2.wikiart.org/images/edvard-munch/the-sick-child-1886.jpg,Modern Art,Expressionism,Edvard Munch,1907,0.091,0.0,0.091,0.0,0.0,0.0,0.091,0.0,0.0,0.0,0.091,0.0,0.182,0.273,0.636,0.0,0.0,0.091,0.273,0.0,18.jpg
577288ddedc2cb38800bde1d,Peinture-Relief,https://use2-uploads4.wikiart.org/images/herbert-zangs/peinture-relief-1955.jpg,Contemporary Art,Minimalism,Herbert Zangs,1955,0.0,0.0,0.2,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.3,0.0,0.1,19.jpg
577287d9edc2cb38800895a7,Self Portrait with Cloud and Cigarette,https://use2-uploads2.wikiart.org/images/joan-brown/self-portrait-with-cloud-cigarette-1964.jpg,Modern Art,Neo-Expressionism,Joan Brown,1964,0.0,0.091,0.273,0.0,0.0,0.091,0.364,0.091,0.0,0.091,0.0,0.0,0.182,0.0,0.182,0.0,0.091,0.273,0.182,0.0,20.jpg
57727dd9edc2cb3880e90d51,Princes Maurits and Frederik Hendrik of Orange at the Valkenburg horse fair,https://use2-uploads3.wikiart.org/images/adriaen-van-de-venne/princes-maurits-and-frederik-hendrik-of-orange-at-the-valkenburg-horse-fair.jpg,Post Renaissance Art,Baroque,Adriaen van de Venne,1618,0.063,0.036000000000000004,0.17,0.036000000000000004,0.054000000000000006,0.027000000000000003,0.08,0.018000000000000002,0.384,0.205,0.018000000000000002,0.196,0.018000000000000002,0.009000000000000001,0.018000000000000002,0.027000000000000003,0.009000000000000001,0.08,0.232,0.009000000000000001,21.jpg
57726f83edc2cb3880bb117d,Don Quixote and Sancho Pansa Having a Rest under a Tree,https://use2-uploads4.wikiart.org/images/honore-daumier/don-quixote-and-sancho-pansa-having-a-rest-under-a-tree.jpg,Post Renaissance Art,Realism,Honore Daumier,1855,0.077,0.0,0.0,0.0,0.077,0.077,0.385,0.0,0.385,0.385,0.0,0.0,0.154,0.231,0.308,0.154,0.0,0.077,0.0,0.0,22.jpg
577286cdedc2cb3880056d93,Red Rotation,https://use2-uploads5.wikiart.org/images/victor-servranckx/red-rotation-1922.jpg,Modern Art,Abstract Art,Victor Servranckx,1922,0.083,0.0,0.5,0.083,0.083,0.083,0.0,0.083,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.083,0.333,0.083,0.0,23.jpg
57728742edc2cb388006c6c8,Opus II n 40,https://use2-uploads1.wikiart.org/images/antonio-areal/opus-ii-n-40-1961.jpg,Modern Art,Art Informel,Antonio Areal,1961,0.0,0.0,0.0,0.0,0.0,0.091,0.545,0.0,0.0,0.0,0.0,0.0,0.091,0.0,0.091,0.0,0.0,0.273,0.0,0.0,24.jpg
577284fbedc2cb3880ffab14,Planets,https://use2-uploads1.wikiart.org/images/corneille/planets-1974.jpg,Modern Art,Neo-Expressionism,Corneille,1974,0.0,0.0,0.273,0.091,0.091,0.273,0.091,0.0,0.0,0.0,0.091,0.0,0.0,0.0,0.091,0.182,0.091,0.455,0.091,0.0,25.jpg
577287afedc2cb388007fc5b,Spazio Luce,https://use2-uploads4.wikiart.org/images/antonio-calderara/spazio-luce-1961.jpg,Contemporary Art,Minimalism,Antonio Calderara,1961,0.0,0.0,0.3,0.0,0.0,0.2,0.0,0.0,0.1,0.2,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,26.jpg
57728459edc2cb3880fdb65d,Figure,https://use2-uploads8.wikiart.org/images/afro/figure.jpg,Modern Art,Lyrical Abstraction,Afro,XX cent.,0.0,0.1,0.4,0.0,0.0,0.3,0.3,0.0,0.1,0.1,0.1,0.0,0.2,0.1,0.2,0.0,0.0,0.5,0.1,0.0,27.jpg
5772819cedc2cb3880f501c7,The Reaper,https://use2-uploads6.wikiart.org/images/eileen-agar/the-reaper-1938.jpg,Modern Art,Surrealism,Eileen Agar,1938,0.0,0.018000000000000002,0.327,0.036000000000000004,0.073,0.182,0.055,0.018000000000000002,0.055,0.073,0.036000000000000004,0.055,0.036000000000000004,0.0,0.036000000000000004,0.018000000000000002,0.018000000000000002,0.436,0.036000000000000004,0.073,28.jpg
577286a6edc2cb388004df04,Corner Piece,https://use2-uploads1.wikiart.org/images/lynda-benglis/corner-piece-1969.jpg,Contemporary Art,Minimalism,Lynda Benglis,1969,0.0,0.0,0.3,0.0,0.0,0.1,0.2,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.0,0.0,29.jpg
57727fe2edc2cb3880ef5ab8,Atmospheric Effects I,https://use2-uploads7.wikiart.org/images/alma-woodsey-thomas/atmospheric-effects-i-1970.jpg,Modern Art,Color Field Painting,Alma Woodsey Thomas,1970,0.063,0.0,0.219,0.031,0.016,0.031,0.078,0.078,0.297,0.109,0.047,0.125,0.063,0.0,0.094,0.0,0.0,0.25,0.047,0.0,30.jpg
57727014edc2cb3880bce964,St. Apollonia,https://use2-uploads6.wikiart.org/images/francisco-zurbaran/st-apollonia-1636.jpg,Post Renaissance Art,Baroque,Francisco de Zurbaran,1636,0.111,0.0,0.111,0.0,0.111,0.0,0.111,0.222,0.667,0.222,0.111,0.333,0.0,0.111,0.0,0.0,0.0,0.0,0.333,0.0,31.jpg
57726f48edc2cb3880ba012f,Charles IV of Spain and his family,https://use2-uploads6.wikiart.org/images/francisco-goya/charles-iv-of-spain-and-his-family-1800.jpg,Post Renaissance Art,Romanticism,Francisco Goya,1800,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.1,0.4,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.0,32.jpg
577271d3edc2cb3880c2e4cf,Portrait of Alexander Pushkin,https://use2-uploads2.wikiart.org/images/orest-kiprensky/portrait-of-alexander-pushkin-1827.jpg,Post Renaissance Art,Romanticism,Orest Kiprensky,1827,0.1,0.0,0.3,0.0,0.0,0.0,0.1,0.1,0.3,0.2,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.5,0.0,33.jpg
577284e7edc2cb3880ff375a,"View on the Cote dAzur, Menton",https://use2-uploads6.wikiart.org/images/roger-fry/view-on-the-cote-d-azur-menton-1916.jpg,Modern Art,Post-Impressionism,Roger Fry,1916,0.0,0.0,0.273,0.0,0.0,0.0,0.0,0.0,0.364,0.182,0.0,0.182,0.0,0.0,0.0,0.0,0.0,0.182,0.0,0.091,34.jpg
57726e47edc2cb3880b699f7,French Coastal Scene,https://use2-uploads3.wikiart.org/images/charles-francois-daubigny/french-coastal-scene-1868.jpg,Post Renaissance Art,Realism,Charles-Francois Daubigny,1868,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.3,0.6,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.1,0.0,35.jpg
57728984edc2cb38800de804,Greek Woman at the Bath,https://use2-uploads7.wikiart.org/images/joseph-marie-vien/greek-woman-at-the-bath-1767.jpg,Post Renaissance Art,Rococo,Joseph-Marie Vien,1767,0.0,0.0,0.091,0.182,0.0,0.0,0.0,0.091,0.545,0.273,0.364,0.273,0.0,0.091,0.091,0.0,0.0,0.091,0.273,0.0,36.jpg
57727023edc2cb3880bcfefa,Christ Handing the Keys to St. Peter,https://use2-uploads8.wikiart.org/images/pietro-perugino/christ-handing-the-keys-to-st-peter-1482.jpg,Renaissance Art,Early Renaissance,Pietro Perugino,1481-1482,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.5,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,37.jpg
5772842cedc2cb3880fd1c07,Monturi with Red and Blue,https://use2-uploads8.wikiart.org/images/willi-baumeister/monturi-with-red-and-blue-1953.jpg,Modern Art,Art Informel,Willi Baumeister,1953,0.0,0.0,0.231,0.0,0.0,0.231,0.0,0.0,0.154,0.077,0.0,0.231,0.077,0.077,0.0,0.154,0.0,0.5379999999999999,0.077,0.0,38.jpg
57727ffeedc2cb3880efda19,Teacher in Morocco,https://use2-uploads1.wikiart.org/images/tivadar-kosztka-csontvary/teacher-in-morocco-1908.jpg,Modern Art,Expressionism,Tivadar Kosztka Csontvary,1908,0.0,0.0,0.083,0.083,0.0,0.0,0.0,0.0,0.16699999999999998,0.417,0.0,0.083,0.0,0.0,0.083,0.0,0.0,0.16699999999999998,0.16699999999999998,0.0,39.jpg
577283d7edc2cb3880fbee6c,Virgin Forest,https://use2-uploads3.wikiart.org/images/marcel-barbeau/virgin-forest-1948.jpg,Modern Art,Abstract Expressionism,Marcel Barbeau,1948,0.077,0.154,0.077,0.0,0.0,0.154,0.385,0.0,0.0,0.0,0.0,0.154,0.154,0.0,0.154,0.0,0.077,0.385,0.0,0.0,40.jpg
57728204edc2cb3880f63d8a,Clocher du Village,https://use2-uploads1.wikiart.org/images/syed-haider-raza/clocher-du-village-1958.jpg,Modern Art,Abstract Art,S. H. Raza,1958,0.012,0.155,0.119,0.024,0.071,0.19,0.369,0.012,0.036000000000000004,0.024,0.012,0.06,0.155,0.083,0.19,0.071,0.024,0.333,0.036000000000000004,0.0,41.jpg
57728228edc2cb3880f6c6a5,Wheatland with Woman of Shawl,https://use2-uploads0.wikiart.org/images/janos-tornyai/wheatland-with-woman-of-shawl-1912.jpg,Modern Art,Post-Impressionism,Janos Tornyai,1912,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.2,0.7,0.5,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.0,42.jpg
57728943edc2cb38800d2c83,"Boris Anrep in his Studio, 65 Boulevard Arago",https://use2-uploads3.wikiart.org/images/pierre-roy/boris-anrep-in-his-studio-65-boulevard-arago-1949.jpg,Modern Art,Magic Realism,Pierre Roy,1949,0.0,0.0,0.3,0.0,0.0,0.1,0.0,0.1,0.2,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.6,0.0,43.jpg
57727f7bedc2cb3880ee1357,Landscape,https://use2-uploads8.wikiart.org/images/amadeo-de-souza-cardoso/landscape-1912.jpg,Modern Art,Cubism,Amadeo de Souza-Cardoso,1912,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,0.273,0.182,0.091,0.091,0.0,0.0,0.0,0.0,0.0,0.545,0.091,0.0,44.jpg
57727fb8edc2cb3880eecaef,"Dunes, Oceano",https://use2-uploads1.wikiart.org/images/edward-weston/dunes-oceano-1936.jpg,Modern Art,Surrealism,Edward Weston,1936,0.0,0.1,0.1,0.0,0.0,0.0,0.2,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.3,0.0,0.0,0.2,0.1,0.1,45.jpg
577284e2edc2cb3880ff2f1e,Figure with Legs Crossed,https://use2-uploads2.wikiart.org/images/manuel-neri/figure-with-legs-crossed-1991.jpg,Modern Art,Neo-Expressionism,Manuel Neri,1991,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.2,0.0,0.2,0.0,0.0,0.2,0.1,0.0,0.1,0.3,0.1,46.jpg
5772798fedc2cb3880dbc750,Ecce Homo,https://use2-uploads6.wikiart.org/images/martin-schongauer/ecce-homo.jpg,Renaissance Art,Northern Renaissance,Martin Schongauer,XV cent.,0.0,0.091,0.0,0.0,0.091,0.091,0.182,0.091,0.091,0.091,0.091,0.091,0.0,0.273,0.636,0.273,0.0,0.0,0.273,0.0,47.jpg
57728219edc2cb3880f6b0be,Splica de Ins de Castro,https://use2-uploads3.wikiart.org/images/vieira-portuense/s-plica-de-in-s-de-castro.jpg,Post Renaissance Art,Neoclassicism,Vieira Portuense,XVIII-XIX cent.,0.0,0.0,0.1,0.0,0.0,0.2,0.3,0.0,0.5,0.0,0.3,0.0,0.0,0.0,0.2,0.1,0.0,0.1,0.3,0.0,48.jpg
577283d0edc2cb3880fbe34c,From a Riviera Window,https://use2-uploads2.wikiart.org/images/jock-macdonald/from-a-riviera-window-1955.jpg,Modern Art,Abstract Expressionism,Jock Macdonald,1955,0.0,0.1,0.4,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,49.jpg
5772812dedc2cb3880f3ad4d,La Table,https://use2-uploads0.wikiart.org/images/louis-marcoussis/la-table-1927.jpg,Modern Art,Cubism,Louis Marcoussis,1927,0.1,0.0,0.6,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,50.jpg
57727cd1edc2cb3880e5de05,Woman and Her Goats in the Dunes,https://use2-uploads1.wikiart.org/images/max-liebermann/woman-with-goats.jpg,Modern Art,Impressionism,Max Liebermann,1890,0.2,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.3,0.7,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.0,51.jpg
577280f3edc2cb3880f30270,Save the Land,https://use2-uploads4.wikiart.org/images/nyoman-masriadi/save-the-land-1998.jpg,Modern Art,Neo-Expressionism,Nyoman Masriadi,1998,0.0,0.0,0.3,0.0,0.2,0.1,0.2,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.2,0.1,0.1,0.5,0.0,0.0,52.jpg
57726ea4edc2cb3880b7e54e,Harvesters Resting,https://use2-uploads5.wikiart.org/images/jean-francois-millet/harvesters-resting-1853.jpg,Post Renaissance Art,Realism,Jean-Francois Millet,1850-1853,0.1,0.0,0.1,0.0,0.2,0.1,0.0,0.2,0.5,0.2,0.0,0.1,0.1,0.0,0.1,0.2,0.1,0.1,0.0,0.0,53.jpg
577287c8edc2cb388008244b,Golden Head,https://use2-uploads2.wikiart.org/images/nathan-oliveira/golden-head-1986.jpg,Modern Art,Neo-Expressionism,Nathan Oliveira,1986,0.0,0.0,0.091,0.0,0.0,0.273,0.636,0.0,0.0,0.091,0.0,0.0,0.091,0.091,0.364,0.091,0.0,0.0,0.0,0.0,54.jpg
5772857fedc2cb38800120d4,Mary Robinson as Perdita,https://use2-uploads3.wikiart.org/images/john-hoppner/mary-robinson-as-perdita-1782.jpg,Post Renaissance Art,Romanticism,John Hoppner,1782,0.06,0.015,0.09,0.09,0.0,0.015,0.0,0.09,0.313,0.06,0.149,0.16399999999999998,0.0,0.0,0.015,0.0,0.015,0.015,0.642,0.0,55.jpg
57727b73edc2cb3880e18b92,Rye,https://use2-uploads7.wikiart.org/images/fyodor-vasilyev/rye.jpg,Post Renaissance Art,Realism,Fyodor Vasilyev,1870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.727,0.273,0.091,0.182,0.0,0.0,0.091,0.0,0.0,0.0,0.091,0.0,56.jpg
57727d89edc2cb3880e7e8d7,The Lute Player,https://use2-uploads0.wikiart.org/images/andrea-solario/the-lute-player.jpg,Renaissance Art,High Renaissance,Andrea Solario,XV-XVI cent.,0.2,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.7,0.0,0.1,0.3,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.0,57.jpg
57727759edc2cb3880d461ff,Portrait of Alexander Pushkin,https://use2-uploads5.wikiart.org/images/vasily-tropinin/not_detected_241177.jpg,Post Renaissance Art,Romanticism,Vasily Tropinin,1827,0.154,0.0,0.0,0.0,0.077,0.0,0.077,0.154,0.231,0.231,0.0,0.077,0.0,0.0,0.077,0.0,0.077,0.077,0.615,0.0,58.jpg
57727696edc2cb3880d1f359,Annunciation,https://use2-uploads5.wikiart.org/images/filippo-lippi/annunciation.jpg,Renaissance Art,Early Renaissance,Filippo Lippi,1443,0.14300000000000002,0.0,0.117,0.026,0.0,0.026,0.026,0.338,0.273,0.312,0.208,0.16899999999999998,0.013,0.013,0.013,0.0,0.039,0.039,0.662,0.0,59.jpg
577285e4edc2cb388002632f,Table,https://use2-uploads1.wikiart.org/images/allen-jones/table-1969.jpg,Modern Art,Pop Art,Allen Jones,1969,0.0,0.0,0.273,0.091,0.0,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.091,0.182,0.455,0.091,0.182,0.0,0.091,60.jpg
57726ecdedc2cb3880b8857f,The Seed of the Areoi,https://use2-uploads0.wikiart.org/images/paul-gauguin/the-seed-of-the-areoi-1892.jpg,Modern Art,Post-Impressionism,Paul Gauguin,1892,0.154,0.0,0.154,0.0,0.077,0.0,0.0,0.0,0.5379999999999999,0.385,0.231,0.308,0.0,0.077,0.0,0.077,0.0,0.077,0.154,0.0,61.jpg
5772845fedc2cb3880fdc0e9,Terraced Garden in Mallorca,https://use2-uploads1.wikiart.org/images/santiago-rusinol/terraced-garden-in-mallorca-1911.jpg,Modern Art,Post-Impressionism,Santiago Rusinol,1911,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.4,0.4,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,62.jpg
59839e9cedc2c9658c2f54cd,Arrachement,https://use2-uploads3.wikiart.org/00143/images/li-chevalier/arrachement.jpg,Modern Art,Lyrical Abstraction,Li CHEVALIER,XX cent.,0.0,0.083,0.16699999999999998,0.0,0.083,0.25,0.417,0.083,0.083,0.0,0.0,0.0,0.083,0.083,0.083,0.0,0.0,0.333,0.0,0.083,63.jpg
57727043edc2cb3880bd8d6a,Souvenir of Mortefontaine,https://use2-uploads5.wikiart.org/images/camille-corot/souvenir-of-mortefontaine-1864.jpg,Post Renaissance Art,Realism,Camille Corot,1864,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.9,0.4,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.jpg
577281caedc2cb3880f59ad8,"February 11th, 1866 - The Modern Romania",https://use2-uploads5.wikiart.org/images/gheorghe-tattarescu/february-11th-1866-the-modern-romania-1866.jpg,Post Renaissance Art,Neoclassicism,Gheorghe Tattarescu,1866,0.0,0.0,0.16699999999999998,0.083,0.0,0.0,0.0,0.16699999999999998,0.5,0.25,0.0,0.16699999999999998,0.0,0.0,0.0,0.0,0.0,0.083,0.583,0.0,65.jpg
577287c4edc2cb3880081d4b,Elizabeth I - The Pelican Portrait,https://use2-uploads7.wikiart.org/images/nicholas-hilliard/elizabeth-i-the-pelican-portrait-1575.jpg,Renaissance Art,Northern Renaissance,Nicholas Hilliard,1575,0.0,0.0,0.0,0.273,0.0,0.0,0.0,0.091,0.182,0.091,0.0,0.273,0.0,0.0,0.0,0.0,0.0,0.0,0.364,0.091,66.jpg
57728736edc2cb388006b3a6,Head,https://use2-uploads5.wikiart.org/images/william-turnbull/head-1953.jpg,Modern Art,Abstract Expressionism,William Turnbull,1953,0.0,0.0,0.3,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.4,0.1,0.0,0.4,0.0,0.0,67.jpg
577278cfedc2cb3880d93a9e,The Virgin Reading,https://use2-uploads2.wikiart.org/images/vittore-carpaccio/the-virgin-reading-1510.jpg,Renaissance Art,High Renaissance,Vittore Carpaccio,1510,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,68.jpg
57727e83edc2cb3880eb0d2b,Julius Caesar on a triumphal car,https://use2-uploads5.wikiart.org/images/andrea-mantegna/julius-caesar-on-a-triumphal-car-1506.jpg,Renaissance Art,High Renaissance,Andrea Mantegna,1490-1506,0.091,0.0,0.182,0.091,0.091,0.091,0.182,0.091,0.364,0.0,0.0,0.182,0.091,0.0,0.091,0.0,0.0,0.0,0.455,0.0,69.jpg
577281a6edc2cb3880f510b1,Jesuiten III (Jesuits III),https://use2-uploads7.wikiart.org/images/lyonel-feininger/jesuiten-iii-jesuits-iii-1915.jpg,Modern Art,Cubism,Lyonel Feininger,1915,0.0,0.0,0.1,0.4,0.0,0.1,0.0,0.0,0.4,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,70.jpg
577272d6edc2cb3880c69b39,Mont Sainte-Victoire,https://use2-uploads5.wikiart.org/images/paul-cezanne/mont-sainte-victoire-3.jpg,Modern Art,Post-Impressionism,Paul Cezanne,1895,0.043,0.014,0.116,0.014,0.0,0.014,0.014,0.07200000000000001,0.58,0.275,0.043,0.261,0.0,0.014,0.029,0.0,0.0,0.058,0.101,0.0,71.jpg
